City_State,Population,
MichiganCity_IN,32405,
Fairborn_OH,32366,
Watertown_MA,32365,
Clovis_NM,32352,
Bothell_WA,32307,
Ocoee_FL,32290,
Danville_IL,32248,
Nacogdoches_TX,32205,
Greenacres_FL,32174,
Franklin_MA,32148,
Butte-SilverBow_MT,32119,
Hopkinsville_KY,32076,
Oakley_CA,32035,
Socorro_TX,32007,
Naugatuck_CT,31931,
UpperArlington_OH,31878,
GlendaleHeights_IL,31847,
Norristown_PA,31843,
LagunaHills_CA,31838,
OliveBranch_MS,31830,
Lewiston_ID,31764,
Bangor_ME,31756,
Kennesaw_GA,31628,
Parkersburg_WV,31611,
Florence_SC,31570,
BethelPark_PA,31562,
SpanishFork_UT,31538,
MountVernon_WA,31513,
Oswego_IL,31504,
HighlandPark_IL,31449,
OregonCity_OR,31404,
Brighton_CO,31380,
Jacksonville_AR,31351,
Lawndale_CA,31346,
Leawood_KS,31342,
NorthOlmsted_OH,31319,
Burien_WA,31316,
NorthTonawanda_NY,31222,
McMinnville_OR,31185,
Galesburg_IL,31181,
PhenixCity_AL,31125,
Douglasville_GA,31035,
LauderdaleLakes_FL,31004,
Juneau_AK,30988,
WheatRidge_CO,30894,
VestaviaHills_AL,30892,
DeerPark_TX,30890,
PortHuron_MI,30869,
WestLafayette_IN,30847,
Walnut_CA,30744,
SanPablo_CA,30729,
CopperasCove_TX,30710,
GraniteCity_IL,30703,
Schertz_TX,30669,
Rochester_NH,30654,
WallaWalla_WA,30643,
Gurnee_IL,30608,
MyrtleBeach_SC,30596,
ChicagoHeights_IL,30586,
Liberty_MO,30568,
Shawnee_OK,30562,
OakPark_MI,30547,
Westlake_OH,30546,
FairLawn_NJ,30521,
Jeffersonville_IN,30479,
Hobbs_NM,30476,
Newnan_GA,30474,
Saratoga_CA,30445,
Andover_MN,30442,
Valparaiso_IN,30429,
Kearney_NE,30417,
Algonquin_IL,30352,
UniversityPlace_WA,30345,
RoyalPalmBeach_FL,30312,
Gloucester_MA,30243,
Marion_IN,30212,
Hinesville_GA,30152,
Tooele_UT,30120,
MenloPark_CA,30087,
Texarkana_AR,30087,
LaVergne_TN,30034,
Ballwin_MO,30033,
EastChicago_IN,29978,
Wenatchee_WA,29898,
WestBend_WI,29894,
Cleburne_TX,29889,
Newark_DE,29886,
Burton_MI,29845,
Ithaca_NY,29763,
LakeintheHills_IL,29698,
Mason_OH,29682,
Poughkeepsie_NY,29654,
Morgantown_WV,29642,
BowlingGreen_OH,29542,
MadisonHeights_MI,29531,
Jamestown_NY,29463,
Williamsport_PA,29456,
Benton_AR,29452,
Westfield_NJ,29450,
Aiken_SC,29434,
CooperCity_FL,29422,
Goleta_CA,29404,
Alton_IL,29393,
WinterGarden_FL,29385,
Alabaster_AL,29352,
Helena_MT,29351,
Gallatin_TN,29343,
NorthRoyalton_OH,29331,
LosGatos_CA,29320,
Sanford_NC,29284,
Elmira_NY,29271,
Lawrenceville_GA,29258,
Aventura_FL,29254,
Cookeville_TN,29234,
Englewood_NJ,29112,
FosterCity_CA,29089,
CutlerBay_FL,29070,
Salisbury_NC,28972,
Garfield_NJ,28971,
Millville_NJ,28930,
Banning_CA,28917,
Wheeling_WV,28913,
Schererville_IN,28886,
SaratogaSprings_NY,28844,
EastSt.Louis_IL,28773,
DesMoines_WA,28755,
St.Cloud_FL,28745,
PasoRobles_CA,28715,
Waxahachie_TX,28668,
CedarCity_UT,28667,
Niles_IL,28666,
Rahway_NJ,28624,
Lindenhurst_NY,28620,
SantaPaula_CA,28618,
Dover_NH,28609,
NewBern_NC,28586,
GardenCity_KS,28557,
Adelanto_CA,28553,
Bessemer_AL,28542,
Springville_UT,28520,
Atascadero_CA,28452,
LaGrange_GA,28401,
Northampton_MA,28379,
LosAltos_CA,28349,
SunPrairie_WI,28322,
Gladstone_MO,28243,
Maywood_CA,28224,
Salisbury_MD,28200,
Raytown_MO,28194,
PortChester_NY,28171,
NorthRidgeville_OH,28153,
Midvale_UT,28129,
Soledad_CA,28124,
Newburgh_NY,28101,
DaniaBeach_FL,28093,
Agawam_MA,28091,
Harvey_IL,28056,
Rexburg_ID,28028,
Kent_OH,27983,
Henderson_KY,27933,
WinterPark_FL,27909,
Hilliard_OH,27901,
Hobart_IN,27891,
RoundLakeBeach_IL,27855,
Clearfield_UT,27851,
Plainfield_IN,27832,
Kingman_AZ,27817,
Monterey_CA,27763,
Florence_KY,27745,
OakForest_IL,27740,
Southgate_MI,27739,
GarfieldHeights_OH,27734,
Burlingame_CA,27706,
Savage_MN,27692,
OakRidge_TN,27677,
Laramie_WY,27664,
Prichard_AL,27662,
Monroeville_PA,27639,
Morristown_TN,27636,
Russellville_AR,27602,
Burbank_IL,27567,
O'Fallon_IL,27540,
Batavia_IL,27502,
Owasso_OK,27467,
WestSpringfield_MA,27459,
LakeJackson_TX,27417,
BrooklynCenter_MN,27402,
Xenia_OH,27357,
MasonCity_IA,27337,
Frankfort_KY,27322,
Watertown_NY,27310,
DeLand_FL,27243,
SanCarlos_CA,27238,
Slidell_LA,27183,
Statesboro_GA,27158,
Maryville_TN,27156,
GlenEllyn_IL,27142,
Garner_NC,27138,
Auburn_NY,27138,
WestMemphis_AR,27070,
WakeForest_NC,27068,
AmericanFork_UT,27064,
Oakdale_MN,27034,
Anderson_SC,27027,
SuisunCity_CA,26977,
CollegePark_MD,26925,
Pullman_WA,26920,
Matthews_NC,26901,
GlenCove_NY,26895,
Gillette_WY,26871,
McHenry_IL,26862,
Opelika_AL,26808,
Winona_MN,26785,
Kirkwood_MO,26760,
GardenCity_MI,26743,
Kankakee_IL,26710,
Melrose_MA,26708,
Weatherford_TX,26686,
MountPleasant_MI,26675,
Lansing_IL,26672,
EaglePass_TX,26668,
Harrison_NY,26665,
Norco_CA,26659,
Inkster_MI,26621,
Southlake_TX,26595,
Barberton_OH,26581,
MountPleasant_WI,26572,
Atwater_CA,26565,
ImperialBeach_CA,26543,
Thomasville_NC,26526,
Tualatin_OR,26476,
Paradise_CA,26469,
Belvidere_IL,26461,
PostFalls_ID,26460,
ShakerHeights_OH,26460,
Corsicana_TX,26459,
FarmersBranch_TX,26455,
WestChicago_IL,26454,
Nicholasville_KY,26444,
Wilmette_IL,26418,
Statesville_NC,26414,
Clinton_IA,26407,
Seguin_TX,26394,
Emporia_KS,26380,
Clinton_MS,26313,
SpringValley_NY,26291,
Carbondale_IL,26231,
SpringHill_TN,26230,
Jeffersontown_KY,26226,
Superior_WI,26223,
Wooster_OH,26212,
Plum_PA,26198,
Benicia_CA,26174,
Paramus_NJ,26128,
Duluth_GA,26125,
HomerGlen_IL,26111,
Kyle_TX,26103,
Easton_PA,26080,
Paris_TX,26050,
Trotwood_OH,26039,
AllenPark_MI,26014,
Medina_OH,26011,
Collinsville_IL,25960,
MarylandHeights_MO,25949,
Winchester_VA,25897,
NewLondon_CT,25891,
Fridley_MN,25868,
Middletown_NY,25865,
Marshalltown_IA,25850,
SeaTac_WA,25840,
Kaysville_UT,25820,
Bristol_TN,25817,
DodgeCity_KS,25689,
Sandusky_OH,25688,
Holladay_UT,25676,
Greenville_TX,25676,
Ridgecrest_CA,25638,
Carlsbad_NM,25629,
Bergenfield_NJ,25611,
Paducah_KY,25521,
Salem_VA,25449,
Sanger_CA,25447,
Leander_TX,25424,
HarkerHeights_TX,25417,
Hastings_NE,25394,
Windsor_CA,25362,
Enterprise_AL,25351,
Hazelwood_MO,25345,
StevensPoint_WI,25327,
Riverside_OH,25327,
Burlington_IA,25327,
Eureka_CA,25300,
WestLinn_OR,25236,
FountainHills_AZ,25227,
Fremont_NE,25224,
FortDodge_IA,25180,
Zion_IL,25161,
Corcoran_CA,25139,
Zanesville_OH,25129,
Shoreview_MN,25111,
SanBenito_TX,25072,
Lafayette_CO,25065,
Neenah_WI,25060,
Maywood_IL,25035,
Lafayette_CA,25011,
Westmont_IL,24979,
Vicksburg_MS,24974,
LittleElm_TX,24947,
SanLuis_AZ,24909,
Owatonna_MN,24855,
UniversityPark_TX,24853,
Lockport_IL,24810,
Ardmore_OK,24810,
Paragould_AR,24800,
DePere_WI,24779,
Belmont_CA,24776,
Casselberry_FL,24759,
ElMirage_AZ,24751,
Rockledge_FL,24747,
Bridgeton_NJ,24742,
Wyandotte_MI,24739,
Kingsville_TX,24702,
HornLake_MS,24669,
Lebanon_TN,24648,
Wasco_CA,24628,
Freeport_IL,24615,
Asheboro_NC,24609,
Barstow_CA,24596,
Belton_MO,24591,
Edwardsville_IL,24557,
Greer_SC,24557,
Redmond_OR,24551,
Sherwood_AR,24542,
PoncaCity_OK,24507,
EastCleveland_OH,24507,
DesertHotSprings_CA,24489,
Cornelius_NC,24487,
Hercules_CA,24484,
Peekskill_NY,24484,
VernonHills_IL,24462,
Aberdeen_SD,24460,
LovesPark_IL,24457,
SouthPasadena_CA,24446,
Colleyville_TX,24428,
RockvilleCentre_NY,24414,
Pearl_MS,24400,
CrownPoint_IN,24376,
QueenCreek_AZ,24361,
Ottumwa_IA,24342,
Cudahy_CA,24334,
Geneva_IL,24302,
BigSpring_TX,24270,
Caledonia_WI,24220,
NewCastle_PA,24212,
Starkville_MS,24187,
MercerIsland_WA,24163,
Ridgewood_NJ,24163,
Elizabethtown_KY,24144,
NewLenox_IL,24137,
SealBeach_CA,24127,
Chaska_MN,24116,
NorthPlatte_NE,24107,
Lebanon_PA,24097,
WhiteBearLake_MN,24095,
LemonGrove_CA,24089,
Issaquah_WA,24057,
ElmwoodPark_IL,24052,
Grandview_MO,24033,
Galt_CA,24026,
Parkland_FL,24017,
Watauga_TX,24005,
Denison_TX,24001,
AvonLake_OH,23996,
LagunaBeach_CA,23995,
Doral_FL,23974,
Staunton_VA,23967,
Woodstock_IL,23930,
Dolton_IL,23889,
Lemoore_CA,23873,
Fairfax_VA,23844,
Homewood_AL,23840,
PriorLake_MN,23836,
SanFernando_CA,23833,
SouthPortland_ME,23803,
Marshall_TX,23798,
Ossining_NY,23798,
Columbus_MS,23798,
Lodi_NJ,23776,
Wentzville_MO,23768,
Papillion_NE,23739,
Ramsey_MN,23734,
Walker_MI,23722,
Griffin_GA,23719,
Athens_AL,23715,
WestFargo_ND,23708,
MapleHeights_OH,23667,
Anniston_AL,23662,
Cabot_AR,23614,
Pascagoula_MS,23609,
Mequon_WI,23584,
Newport_RI,23523,
Champlin_MN,23503,
Chanhassen_MN,23480,
RollingMeadows_IL,23463,
Reedley_CA,23439,
Green_OH,23404,
TarponSprings_FL,23369,
Carteret_NJ,23367,
Fitchburg_WI,23344,
SouthLakeTahoe_CA,23333,
NewSmyrnaBeach_FL,23325,
NortonShores_MI,23307,
Carrollton_GA,23291,
Franklin_IN,23258,
Muskego_WI,23234,
Opelousas_LA,23220,
Roselle_IL,23209,
ElkRiver_MN,23194,
Auburn_ME,23177,
Hopewell_VA,23142,
Woodstock_GA,23141,
Lisle_IL,23135,
Northport_AL,23118,
Hudson_OH,23037,
Romulus_MI,22963,
Benbrook_TX,22957,
Newberg_OR,22953,
Norfolk_NE,22940,
Watertown_WI,22930,
Huntley_IL,22923,
Sahuarita_AZ,22913,
Centerville_OH,22904,
Oxford_OH,22887,
CliffsidePark_NJ,22863,
Alvin_TX,22853,
Yukon_OK,22849,
Kerrville_TX,22821,
Fredericksburg_VA,22818,
MachesneyPark_IL,22815,
Selma_CA,22807,
Austin_MN,22800,
Moscow_ID,22798,
EastPeoria_IL,22760,
OakHarbor_WA,22744,
Woodburn_OR,22728,
Brawley_CA,22725,
Canton_GA,22724,
PalmettoBay_FL,22666,
Highland_IN,22641,
Coronado_CA,22633,
SouthPlainfield_NJ,22623,
TempleTerrace_FL,22619,
Duncan_OK,22617,
ParkForest_IL,22583,
Willoughby_OH,22561,
VanBuren_AR,22543,
Greenwood_SC,22533,
Derby_KS,22517,
Muscatine_IA,22504,
MortonGrove_IL,22478,
Alliance_OH,22476,
Kingston_NY,22441,
Keene_NH,22407,
Kernersville_NC,22392,
Darien_IL,22370,
KeyWest_FL,22364,
Kinston_NC,22360,
WebsterGroves_MO,22335,
Laurel_MD,22329,
BlueIsland_IL,22325,
EagleMountain_UT,22309,
Searcy_AR,22299,
Chillicothe_OH,22296,
AgouraHills_CA,22283,
GardenCity_NY,22275,
ElCerrito_CA,22222,
VillaPark_IL,22198,
Syracuse_UT,22195,
Calabasas_CA,22185,
Brandon_MS,22160,
McKeesport_PA,22130,
Hastings_MN,22126,
Leesburg_FL,22113,
Munster_IN,22105,
Athens_OH,22088,
DelCity_OK,22067,
Herndon_VA,22045,
Radcliff_KY,22013,
Faribault_MN,22009,
Lumberton_NC,22006,
Troy_OH,21975,
Mooresville_NC,21954,
Waynesboro_VA,21953,
BainbridgeIsland_WA,21890,
Clarksville_IN,21873,
Solon_OH,21866,
MelrosePark_IL,21853,
Ashland_OH,21850,
Bloomingdale_IL,21848,
Libertyville_IL,21843,
Duarte_CA,21839,
KiryasJoel_NY,21793,
Mauldin_SC,21784,
Havelock_NC,21764,
Grayslake_IL,21735,
Hazleton_PA,21732,
MiamiLakes_FL,21727,
Blythe_CA,21727,
ForestPark_GA,21726,
MountJuliet_TN,21718,
Charleston_IL,21715,
Crystal_MN,21707,
Independence_KY,21694,
JacksonvilleBeach_FL,21673,
Johnstown_PA,21641,
SouthSaltLake_UT,21607,
LomaLinda_CA,21601,
Columbus_NE,21595,
Georgetown_KY,21589,
NewBrighton_MN,21563,
Naples_FL,21532,
Ridgeland_MS,21509,
PrairieVillage_KS,21479,
PortHueneme_CA,21478,
Ypsilanti_MI,21464,
Shelby_NC,21449,
Biddeford_ME,21435,
Edgewater_FL,21415,
SouthElMonte_CA,21397,
Adrian_MI,21391,
Ashland_OR,21390,
Monroe_MI,21374,
Ashland_KY,21346,
Plainview_TX,21334,
Pottstown_PA,21288,
Pelham_AL,21266,
SouthEuclid_OH,21209,
Rosemount_MN,21197,
Kalispell_MT,21182,
LaPorte_IN,21174,
Sapulpa_OK,21173,
Westfield_IN,21171,
NorthPlainfield_NJ,21143,
SouthElgin_IL,21131,
SouthMilwaukee_WI,21129,
Ruston_LA,21123,
Ferndale_MI,21112,
Greenbelt_MD,21098,
SouthHolland_IL,21083,
MountainBrook_AL,21061,
LakeForest_IL,20990,
Sedalia_MO,20990,
ForestGrove_OR,20985,
Ferguson_MO,20964,
Venice_FL,20946,
AuburnHills_MI,20931,
Marquette_MI,20916,
EastMoline_IL,20892,
HollySprings_NC,20870,
Millbrae_CA,20800,
Florence_AZ,20781,
Corinth_TX,20773,
Mukilteo_WA,20742,
NorthAugusta_SC,20712,
Milwaukie_OR,20707,
Milledgeville_GA,20703,
Wadsworth_OH,20696,
Gardner_MA,20682,
Roseburg_OR,20681,
Bixby_OK,20678,
LaCa¤adaFlintridge_CA,20671,
JunctionCity_KS,20671,
WestMifflin_PA,20669,
Lockport_NY,20630,
Oxford_AL,20622,
LakeZurich_IL,20610,
Riverbank_CA,20606,
Arnold_MO,20603,
Roselle_NJ,20599,
Piqua_OH,20582,
Summit_NJ,20557,
Lebanon_OH,20535,
Hamtramck_MI,20512,
Cumberland_MD,20495,
Watertown_SD,20488,
CrestHill_IL,20451,
Portsmouth_NH,20443,
NewHope_MN,20428,
Lexington_NC,20407,
YuccaValley_CA,20375,
Kenmore_WA,20374,
MintHill_NC,20369,
Hays_KS,20368,
Farragut_TN,20350,
GoldenValley_MN,20344,
Norwood_OH,20341,
Dinuba_CA,20335,
Easley_SC,20325,
Oakdale_CA,20299,
Portsmouth_OH,20297,
Saginaw_TX,20295,
KlamathFalls_OR,20276,
Sebastian_FL,20265,
RockSprings_WY,20200,
LinoLakes_MN,20174,
Lomita_CA,20156,
PointPleasant_NJ,20139,
Bensenville_IL,20138,
Snellville_GA,20112,
Liberal_KS,20074,
ElizabethCity_NC,20025,
BalchSprings_TX,20003,
Brownsburg_IN,19994,
Gallup_NM,19979,
CollegePark_GA,19969,
Sidney_OH,19944,
MapleValley_WA,19929,
MountlakeTerrace_WA,19912,
ElDorado_AR,19905,
Brookings_SD,19865,
Clinton_UT,19855,
Lynbrook_NY,19852,
PleasantPrairie_WI,19847,
Hammond_LA,19803,
Alice_TX,19797,
Albertville_AL,19794,
Miamisburg_OH,19793,
McDonough_GA,19768,
ParmaHeights_OH,19757,
Glassboro_NJ,19751,
Macomb_IL,19736,
Bethany_OK,19729,
TintonFalls_NJ,19703,
Ashtabula_OH,19689,
Fountain_CO,19669,
Shelbyville_TN,19669,
Deerfield_IL,19667,
Pittsburg_KS,19649,
EastRidge_TN,19642,
Northfield_MN,19633,
HialeahGardens_FL,19631,
Germantown_WI,19594,
Nogales_AZ,19573,
Cary_IL,19559,
SouthSt.Paul_MN,19552,
Stafford_TX,19541,
Terrell_TX,19527,
Eastlake_OH,19520,
Ennis_TX,19506,
Orange_TX,19494,
Murrysville_PA,19488,
Christiansburg_VA,19477,
Acworth_GA,19476,
Eagle_ID,19471,
Sulphur_LA,19450,
Crestview_FL,19444,
Ottawa_IL,19419,
Jacksonville_IL,19415,
Plattsburgh_NY,19393,
PalisadesPark_NJ,19375,
EvergreenPark_IL,19359,
HermosaBeach_CA,19350,
Thomasville_GA,19286,
Niles_OH,19268,
Morristown_NJ,19268,
Mokena_IL,19236,
Seymour_IN,19223,
BrookPark_OH,19194,
Chowchilla_CA,19193,
Sylvania_OH,19185,
Brownwood_TX,19140,
Louisville_CO,19133,
Eustis_FL,19129,
Mineola_NY,19108,
Madisonville_KY,19106,
Daphne_AL,19093,
Farmington_MN,19057,
HainesCity_FL,19056,
Wilsonville_OR,19055,
Patterson_CA,19034,
Warrensburg_MO,19034,
Bourbonnais_IL,19024,
Fairmont_WV,19024,
Cartersville_GA,19010,
Seminole_FL,19002,
Decatur_GA,18986,
Trussville_AL,18985,
PortAngeles_WA,18982,
IndianTrail_NC,18976,
Coalinga_CA,18974,
Bellwood_IL,18973,
WestSt.Paul_MN,18935,
Birmingham_MI,18932,
Oregon_OH,18921,
Altus_OK,18912,
RockyRiver_OH,18900,
FortWaltonBeach_FL,18880,
Pleasantville_NJ,18853,
Selma_AL,18847,
Evans_CO,18842,
Nixa_MO,18829,
Steubenville_OH,18820,
Cudahy_WI,18809,
Pinole_CA,18808,
MosesLake_WA,18800,
Greenfield_IN,18787,
Weirton_WV,18748,
BrighamCity_UT,18709,
St.Matthews_KY,18709,
Laurel_MS,18693,
Alsip_IL,18692,
Sachse_TX,18688,
CentralFalls_RI,18683,
Logansport_IN,18663,
ElmwoodPark_NJ,18634,
Pinecrest_FL,18614,
Angleton_TX,18613,
Tullahoma_TN,18579,
Manchester_MO,18569,
Baldwin_PA,18562,
Shelbyville_IN,18516,
ForestPark_OH,18514,
Ansonia_CT,18503,
SandSprings_OK,18489,
Coralville_IA,18478,
Homewood_IL,18475,
Painesville_OH,18474,
Orinda_CA,18445,
Hinsdale_IL,18439,
Rolla_MO,18438,
Cortland_NY,18434,
Mamaroneck_NY,18413,
Palestine_TX,18390,
McAlester_OK,18388,
Carlisle_PA,18379,
UniversalCity_TX,18376,
NewCastle_IN,18339,
WestChester_PA,18315,
Chambersburg_PA,18302,
Augusta_ME,18282,
Marshfield_WI,18267,
Natchitoches_LA,18241,
Marysville_OH,18212,
ColumbiaHeights_MN,18210,
Bellaire_TX,18197,
Whitehall_OH,18180,
LagunaWoods_CA,18170,
Carrboro_NC,18162,
Newton_KS,18133,
Saco_ME,18125,
Covington_WA,18115,
Ozark_MO,18095,
Mandan_ND,18091,
Brookfield_IL,18077,
Windsor_CO,18058,
Clarksdale_MS,18006,
Hawthorne_NJ,17997,
Montrose_CO,17989,
Berea_OH,17987,
Frankfort_IL,17981,
Vincennes_IN,17976,
FranklinPark_IL,17965,
Trenton_MI,17965,
HazelPark_MI,17955,
Camas_WA,17950,
Marina_CA,17943,
Stillwater_MN,17896,
BayCity_TX,17891,
Lenoir_NC,17890,
Dickinson_TX,17886,
Belton_TX,17876,
Dover_NJ,17860,
Willmar_MN,17774,
ColonialHeights_VA,17768,
MayfieldHeights_OH,17737,
Mustang_OK,17727,
Washington_UT,17716,
Raymore_MO,17703,
TakomaPark_MD,17701,
Scarsdale_NY,17695,
Herriman_UT,17689,
Westminster_MD,17689,
NorthOgden_UT,17682,
Madison_MS,17681,
Sycamore_IL,17679,
Lackawanna_NY,17588,
NewPortRichey_FL,17578,
SouthBurlington_VT,17574,
Springboro_OH,17551,
Newburyport_MA,17542,
Amsterdam_NY,17533,
Pickerington_OH,17531,
Godfrey_IL,17524,
Wilkinsburg_PA,17522,
Douglas_AZ,17515,
Converse_TX,17510,
Dublin_GA,17509,
Lindenwold_NJ,17485,
Gardner_KS,17462,
Claremore_OK,17458,
Rutherford_NJ,17454,
Hannibal_MO,17432,
Payson_UT,17429,
Bristol_VA,17424,
Matteson_IL,17420,
Dixon_CA,17412,
Twinsburg_OH,17394,
AlbertLea_MN,17389,
Marion_IL,17388,
MassapequaPark_NY,17385,
Pampa_TX,17382,
Sherwood_OR,17373,
ForestLake_MN,17373,
Kirksville_MO,17368,
Oswego_NY,17351,
Tiffin_OH,17347,
Susanville_CA,17336,
Golden_CO,17321,
NewPhiladelphia_OH,17319,
Tallmadge_OH,17293,
Anoka_MN,17289,
Tifton_GA,17284,
BroadviewHeights_OH,17274,
Oxford_MS,17265,
Springfield_TN,17261,
Ashwaubenon_WI,17235,
Clemmons_NC,17234,
Farmington_UT,17217,
SugarHill_GA,17204,
Lathrop_CA,17197,
Sheridan_WY,17197,
Morganton_NC,17194,
Erlanger_KY,17188,
Wayne_MI,17186,
ArroyoGrande_CA,17180,
Mattoon_IL,17177,
WisconsinRapids_WI,17164,
SantaFeSprings_CA,17159,
Elko_NV,17156,
OceanSprings_MS,17149,
Avenal_CA,17147,
Fairhope_AL,17147,
Simpsonville_SC,17144,
Ellensburg_WA,17141,
Dyersburg_TN,17126,
PoplarBluff_MO,17096,
Donna_TX,17094,
Tukwila_WA,17092,
SafetyHarbor_FL,17089,
Avon_OH,17086,
Goodlettsville_TN,17075,
Laconia_NH,17065,
Chickasha_OK,17062,
Monroe_WA,17059,
Sikeston_MO,17053,
Moraga_CA,17050,
Perrysburg_OH,17049,
Arcata_CA,17044,
Martinsburg_WV,17020,
Fuquay-Varina_NC,17002,
VeroBeach_FL,16982,
Dumont_NJ,16968,
UnionCity_GA,16961,
Hopkins_MN,16961,
Talladega_AL,16943,
NorthCanton_OH,16925,
PalosHills_IL,16924,
Stephenville_TX,16921,
Bartow_FL,16919,
MillCreek_WA,16907,
MineralWells_TX,16880,
CreveCoeur_MO,16868,
Sevierville_TN,16846,
Beckley_WV,16832,
BattleGround_WA,16812,
Arlington_WA,16810,
BonneyLake_WA,16809,
Anacortes_WA,16798,
MountClemens_MI,16781,
Onalaska_WI,16778,
St.Marys_GA,16763,
Howard_WI,16753,
RoundLake_IL,16748,
Rutland_VT,16742,
HighlandVillage_TX,16737,
Ada_OK,16729,
CountryClubHills_IL,16723,
Grandville_MI,16718,
RanchoMirage_CA,16714,
BelleGlade_FL,16681,
Fremont_OH,16655,
FairviewHeights_IL,16643,
LaVista_NE,16643,
Shively_KY,16641,
Millbrook_AL,16640,
Norwalk_OH,16637,
Menasha_WI,16627,
Tahlequah_OK,16623,
Alamo_TX,16608,
Winchester_KY,16598,
Murray_KY,16557,
AsburyPark_NJ,16546,
ElReno_OK,16545,
Westbrook_ME,16534,
Americus_GA,16524,
Huntington_IN,16521,
Yorkville_IL,16505,
CentralPoint_OR,16503,
Portland_TX,16490,
Cocoa_FL,16478,
Midlothian_TX,16478,
Gainesville_TX,16452,
Durant_OK,16450,
Mesquite_NV,16444,
PalmSprings_FL,16442,
Clarksburg_WV,16441,
Erie_CO,16432,
Durango_CO,16416,
Natchez_MS,16413,
RoanokeRapids_NC,16403,
Gretna_LA,16399,
Frankfort_IN,16394,
BellaVista_AR,16388,
Phoenixville_PA,16382,
Pendleton_OR,16380,
SouthHouston_TX,16351,
PuntaGorda_FL,16343,
Hermitage_PA,16327,
SunnyIslesBeach_FL,16317,
AmericanCanyon_CA,16315,
Griffith_IN,16311,
Gautier_MS,16306,
DeBary_FL,16303,
WhiteSettlement_TX,16301,
MountVernon_IL,16298,
Suwanee_GA,16277,
Brunswick_GA,16269,
Artesia_CA,16244,
Middleton_WI,16244,
ElSegundo_CA,16217,
Hibbing_MN,16209,
Maumelle_AR,16201,
Easthampton_MA,16195,
Highland_UT,16189,
Truckee_CA,16185,
Lemont_IL,16176,
Uvalde_TX,16142,
Radford_VA,16125,
Blytheville_AR,16105,
Farmington_MO,16097,
Nederland_TX,16096,
Taylor_TX,16090,
Clayton_MO,16088,
Greenwood_MS,16084,
Hanahan_SC,16065,
Defiance_OH,16063,
SaratogaSprings_UT,16053,
ProspectHeights_IL,16047,
Aberdeen_WA,16042,
Morton_IL,16039,
MountVernon_OH,16037,
Dickinson_ND,16035,
Waterville_ME,16016,
Madison_NJ,16009,
Albany_CA,16004,
NewMilford_NJ,15947,
Dyer_IN,15913,
Lexington_SC,15901,
Conway_SC,15894,
Dallas_OR,15892,
SouthOgden_UT,15891,
Ca¤onCity_CO,15889,
Stuart_FL,15858,
Henderson_NC,15850,
FloralPark_NY,15846,
Clayton_NC,15841,
NorthMyrtleBeach_SC,15816,
NorthAurora_IL,15812,
Shafter_CA,15800,
Newport_KY,15766,
FairviewPark_OH,15762,
Hueytown_AL,15751,
Centerville_UT,15720,
Westchester_IL,15710,
Centralia_WA,15710,
Johnston_IA,15691,
RedWing_MN,15687,
SouthRiver_NJ,15682,
CoosBay_OR,15665,
Canby_OR,15637,
MarcoIsland_FL,15634,
Overland_MO,15632,
PowderSprings_GA,15614,
LaPalma_CA,15603,
Jenks_OK,15590,
WestUniversityPlace_TX,15583,
Menomonie_WI,15581,
GreatBend_KS,15564,
Laurinburg_NC,15548,
Lansdale_PA,15526,
Danville_KY,15524,
Albemarle_NC,15522,
Shorewood_IL,15521,
Hopatcong_NJ,15491,
Payson_AZ,15486,
Deming_NM,15480,
SulphurSprings_TX,15473,
Eden_NC,15469,
Greeneville_TN,15440,
Troutdale_OR,15438,
Kaukauna_WI,15414,
Moultrie_GA,15409,
CenterPoint_AL,15408,
Lebanon_IN,15400,
Lebanon_OR,15397,
Hyattsville_MD,15376,
Secaucus_NJ,15372,
WestMelbourne_FL,15328,
Depew_NY,15307,
Hermiston_OR,15297,
Cullman_AL,15295,
Opa-locka_FL,15287,
Riverdale_GA,15279,
St.Michael_MN,15278,
Brenham_TX,15270,
LynnHaven_FL,15254,
Gatesville_TX,15252,
Greensburg_PA,15249,
LaGrange_IL,15244,
Clive_IA,15234,
Montgomery_IL,15229,
HawaiianGardens_CA,15229,
ForestPark_IL,15224,
Forney_TX,15223,
Greenfield_CA,15222,
FortThomas_KY,15222,
Batavia_NY,15202,
Harrison_NJ,15201,
Milton_GA,15156,
GrossePointeWoods_MI,15154,
Troy_AL,15148,
LakeMary_FL,15143,
Fayetteville_GA,15136,
BeaverDam_WI,15133,
Mercedes_TX,15131,
Sterling_IL,15124,
Cahokia_IL,15103,
AlexanderCity_AL,15080,
Arvin_CA,15070,
Westbury_NY,15065,
Rye_NY,15060,
Fillmore_CA,15053,
Crawfordsville_IN,15043,
Newton_IA,15042,
Clearlake_CA,15040,
Bryant_AR,15040,
Dixon_IL,15033,
Bellevue_WI,15031,
Bridgeton_MO,15028,
Hanover_PA,15025,
Cohoes_NY,15025,
HamLake_MN,15020,
MountPleasant_TX,15011,
Kenmore_NY,15002,
Scottsboro_AL,14994,
Bridgeview_IL,14991,
ParadiseValley_AZ,14990,
Gloversville_NY,14990,
Covington_GA,14980,
Bradley_IL,14964,
Addison_TX,14964,
Owosso_MI,14963,
Ukiah_CA,14956,
Sunnyside_WA,14949,
LadyLake_FL,14940,
NewFranklin_OH,14937,
